,cell,frame,x,y,z,celltype_x,position,acqtime,aqctime_sec,date,celltype_y,material,concentration,scope,magnification,trial,media,misc,analysis_date
0,0.0,0.0,535.4729446484564,280.8742894511796,7.468010208356095,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
1,1.0,0.0,416.9750801875154,649.2833591279187,5.630324054321928,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
2,2.0,0.0,292.3914384406612,155.30162842339007,27.258374694172677,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
3,3.0,0.0,483.32588886903693,170.04645345720922,40.40434626564038,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
4,4.0,0.0,293.9957330082292,37.28284059737884,59.85383979302488,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
5,5.0,0.0,164.1454400521758,325.32428711185185,60.692320739646526,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
6,6.0,0.0,167.77718898832887,407.2313157481551,69.87089862198978,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
7,7.0,0.0,39.834632705438,102.58583119461527,72.93555833169513,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
8,8.0,0.0,46.49269573978123,590.9254461715601,77.61804042330718,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
9,9.0,0.0,244.56918057954326,484.0769526002686,78.80158976840762,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
10,10.0,0.0,298.76144509901343,19.49215700191639,83.15907477638251,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
11,11.0,0.0,549.0475832895296,501.27656379064354,84.49803929663467,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
12,12.0,0.0,436.8507042986955,194.97422344885047,87.28836488723317,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
13,13.0,0.0,650.731968089481,488.45848068645995,91.99667724316784,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
14,14.0,0.0,310.09300942835296,555.3002633143633,102.53513594643157,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
15,15.0,0.0,308.2537951095355,551.9339150986274,104.56358353771967,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
16,16.0,0.0,474.43414235069537,101.42827924734115,101.72940016660245,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
17,17.0,0.0,117.9281613219437,438.5634014843859,106.01203878726491,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
18,18.0,0.0,4.647231007334634,124.93270977726937,108.48906839429227,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
19,19.0,0.0,97.98661825302923,280.5143608991881,110.41065054134604,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
20,20.0,0.0,405.8756311672882,328.4173789643906,112.05908643566356,HL-60KW_SC575_sgControl1,0,60sec,60sec,20220216.0,HL-60KW_SC575_sgControl1,collagen,0.75mgml,iSIM_xIon,20xAir,2.0,L-15_10%FBS,3D,20220302.0
