,cell,frame,x,y,z,celltype_x,position,acqtime,aqctime_sec,date,celltype_y,material,concentration,scope,magnification,trial,media,misc,analysis_date
0,0.0,0.0,445.1957031121085,412.3110623411768,31.106380781747774,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
1,1.0,0.0,112.2568402872466,651.6055358603763,34.880890132961106,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
2,2.0,0.0,127.7505916970511,649.6833621185953,33.947061659213304,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
3,3.0,0.0,445.5618612773023,412.4431053731428,32.17571187656168,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
4,4.0,0.0,118.51195345877647,649.5398145623125,34.954268282854706,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
5,5.0,0.0,445.44473229706387,412.7457818519995,33.74400807256365,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
6,6.0,0.0,118.15776762975321,648.5915956792834,36.43418497920459,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
7,7.0,0.0,367.84575528098844,617.3176564368274,50.76270613390352,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
8,8.0,0.0,359.83092446141256,618.6823925097718,50.82356071243811,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
9,9.0,0.0,205.9174274200181,344.05584340817495,51.79030647173015,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
10,10.0,0.0,363.32921953408675,616.2819754395986,51.53690379738545,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
11,11.0,0.0,453.1486648066959,375.53806297329606,66.41232623667582,HL-60KW_SC575_sgLAMTOR1,0,60sec,60sec,20220303.0,HL-60KW_SC575_sgLAMTOR1,collagen,0.75mgml,iSIM_xIon,20xAir,1.0,L-15_10%FBS,3D, 10nMrapamycin,20220308.0
